post_id,platform,post_type,date,post_day,time,caption,hashtags,num_likes,num_comments,num_shares,caption_length,num_hashtags,post_hour,sentiment_score
212,Twitter,carousel,23-05-2023,Tuesday,05:15 PM,Just another day.,"#News, #Entertainment",1784,37,357,17,2,17,neutral
213,Instagram,text,22-07-2023,Saturday,07:00 PM,Amazing experience! 🌟,#Fitness,2367,278,612,21,1,19,positive
214,Instagram,carousel,24-03-2023,Friday,09:15 AM,Just another day.,#Fashion,424,191,583,17,1,9,neutral
215,Facebook,poll,06-12-2023,Wednesday,06:15 PM,Amazing experience! 🌟,"#Family, #Social",2268,144,825,21,2,18,positive
216,Instagram,poll,27-06-2023,Tuesday,09:30 PM,What do you think?,"#InstaDaily, #Tech",2879,276,301,18,2,21,neutral
217,Facebook,poll,21-04-2023,Friday,09:45 PM,Disappointed but moving on.,"#Social, #Events",3940,117,786,27,2,21,negative
218,Instagram,poll,31-05-2023,Wednesday,07:45 PM,Best day ever! 🎉,#Foodie,4210,198,729,16,1,19,positive
219,Twitter,poll,21-11-2023,Tuesday,12:00 PM,Exciting news! 🚀,#Memes,1377,192,65,16,1,12,positive
220,Twitter,image,27-07-2023,Thursday,01:30 PM,Not my best day. 😞,#Trending,180,50,283,18,1,13,negative
221,Facebook,image,05-06-2023,Monday,04:15 AM,Loving this new vibe! 😍,#Friends,4871,388,40,23,1,4,positive
222,Facebook,text,05-10-2023,Thursday,10:30 PM,Could be better.,"#Community, #Family, #Marketing",1635,372,940,16,3,22,negative
223,Instagram,text,29-12-2023,Friday,01:30 AM,Disappointed but moving on.,"#Photography, #InstaDaily, #Travel",1579,90,908,27,3,1,negative
224,Facebook,poll,28-03-2023,Tuesday,01:30 AM,"New post, check it out!","#Marketing, #Friends",4942,233,94,23,2,1,neutral
225,Facebook,video,23-08-2023,Wednesday,10:15 PM,Feeling down today.,"#Events, #Social, #Friends",104,170,97,19,3,22,negative
226,Facebook,video,21-07-2023,Friday,10:00 AM,Exciting news! 🚀,#Social,5000,10,95,16,1,10,positive
227,Twitter,image,17-07-2023,Monday,07:15 AM,Not my best day. 😞,"#Politics, #News, #Memes",446,117,470,18,3,7,negative
228,Twitter,text,12-09-2023,Tuesday,08:45 AM,Just another day.,#Trending,21,44,46,17,1,8,neutral
229,Instagram,poll,30-06-2023,Friday,06:30 AM,What do you think?,#Fashion,958,104,686,18,1,6,neutral
230,Instagram,carousel,24-09-2023,Sunday,09:00 AM,Could be better.,"#Photography, #Fashion, #Foodie",4990,82,43,16,3,9,negative
231,Instagram,text,19-01-2023,Thursday,04:45 PM,"New post, check it out!","#Fitness, #Travel, #Tech",834,246,667,23,3,16,neutral
232,Twitter,text,26-02-2023,Sunday,02:30 PM,Could be better.,"#News, #Tech",1291,164,224,16,2,14,negative
233,Facebook,video,19-08-2023,Saturday,10:30 AM,Here's a quick update.,"#Friends, #Events, #Marketing",3404,330,16,22,3,10,neutral
234,Twitter,video,29-05-2023,Monday,05:00 AM,What do you think?,"#Politics, #Entertainment",854,171,41,18,2,5,neutral
235,Twitter,video,26-05-2023,Friday,08:15 PM,Amazing experience! 🌟,#Memes,4222,211,184,21,1,20,positive
236,Instagram,text,18-01-2023,Wednesday,11:45 PM,Disappointed but moving on.,#Beauty,445,174,994,27,1,23,negative
237,Facebook,text,17-08-2023,Thursday,03:00 AM,Here's a quick update.,"#Friends, #Social, #Events",1143,56,815,22,3,3,neutral
238,Facebook,poll,15-02-2023,Wednesday,03:45 PM,Could be better.,"#Family, #Marketing, #Events",4685,73,838,16,3,15,negative
239,Facebook,carousel,22-05-2023,Monday,09:00 AM,Just another day.,#Events,80,458,75,17,1,9,neutral
240,Facebook,poll,21-02-2023,Tuesday,11:00 AM,Disappointed but moving on.,#Community,3283,467,997,27,1,11,negative
241,Facebook,text,12-12-2023,Tuesday,10:30 AM,Not my best day. 😞,"#Family, #Events",79,320,892,18,2,10,negative
242,Instagram,poll,31-08-2023,Thursday,09:30 PM,Best day ever! 🎉,"#InstaDaily, #Fashion",1168,20,832,16,2,21,positive
243,Twitter,video,20-08-2023,Sunday,05:00 PM,Loving this new vibe! 😍,"#News, #Entertainment",2733,26,424,23,2,17,positive
244,Instagram,poll,11-10-2023,Wednesday,04:15 AM,Best day ever! 🎉,#Beauty,3668,133,894,16,1,4,positive
245,Twitter,poll,02-07-2023,Sunday,05:45 PM,Not my best day. 😞,#Trending,3168,27,362,18,1,17,negative
246,Instagram,image,24-11-2023,Friday,12:15 PM,Exciting news! 🚀,#Travel,78,144,422,16,1,12,positive
247,Instagram,video,13-06-2023,Tuesday,01:30 AM,Disappointed but moving on.,#Fitness,1294,170,490,27,1,1,negative
248,Twitter,poll,18-01-2023,Wednesday,12:45 PM,Here's a quick update.,"#Trending, #Entertainment, #Sports",2054,213,349,22,3,12,neutral
249,Instagram,carousel,21-01-2023,Saturday,05:45 PM,Here's a quick update.,#Tech,1630,500,731,22,1,17,neutral
250,Instagram,poll,14-03-2023,Tuesday,03:30 AM,Loving this new vibe! 😍,"#Travel, #Fitness",4599,172,890,23,2,3,positive
251,Facebook,text,20-09-2023,Wednesday,01:30 PM,Just another day.,"#Social, #Community",251,277,270,17,2,13,neutral
252,Instagram,image,19-11-2023,Sunday,07:00 PM,Disappointed but moving on.,"#Tech, #Beauty, #Fitness",3711,55,581,27,3,19,negative
253,Twitter,poll,16-02-2023,Thursday,05:15 PM,Not my best day. 😞,"#Tech, #Trending, #Sports",2219,94,109,18,3,17,negative
254,Twitter,carousel,01-01-2023,Sunday,09:30 PM,Not my best day. 😞,#Memes,2702,22,225,18,1,21,negative
255,Twitter,poll,16-07-2023,Sunday,07:45 AM,Disappointed but moving on.,#Sports,1010,133,61,27,1,7,negative
256,Instagram,poll,30-06-2023,Friday,07:00 AM,Not my best day. 😞,#Fashion,4549,476,881,18,1,7,negative
257,Facebook,video,10-02-2023,Friday,08:30 AM,Loving this new vibe! 😍,#Community,4452,425,158,23,1,8,positive
258,Facebook,video,01-02-2023,Wednesday,12:45 PM,Exciting news! 🚀,"#Friends, #Social",5000,237,341,16,2,12,positive
259,Twitter,image,09-09-2023,Saturday,05:30 PM,What do you think?,"#Sports, #Politics, #Trending",578,185,90,18,3,17,neutral
260,Facebook,image,02-07-2023,Sunday,03:00 AM,Best day ever! 🎉,"#Marketing, #Family",4784,475,442,16,2,3,positive
261,Instagram,video,21-02-2023,Tuesday,05:00 AM,Amazing experience! 🌟,"#Travel, #Fitness",2459,500,115,21,2,5,positive
262,Instagram,text,06-02-2023,Monday,09:45 AM,Loving this new vibe! 😍,"#Fashion, #Fitness, #InstaDaily",1343,88,713,23,3,9,positive
263,Instagram,carousel,08-06-2023,Thursday,11:15 PM,Feeling down today.,"#Tech, #Foodie, #Beauty",4218,360,268,19,3,23,negative
264,Instagram,image,02-10-2023,Monday,08:45 AM,Just another day.,#Foodie,3086,389,702,17,1,8,neutral
265,Instagram,text,26-01-2023,Thursday,03:45 PM,Here's a quick update.,"#Foodie, #Fitness, #Tech",184,252,273,22,3,15,neutral
266,Facebook,text,17-07-2023,Monday,09:15 AM,Not my best day. 😞,"#Events, #Marketing",860,162,685,18,2,9,negative
267,Facebook,text,01-02-2023,Wednesday,09:00 PM,Amazing experience! 🌟,#Marketing,927,46,972,21,1,21,positive
268,Facebook,carousel,28-10-2023,Saturday,12:30 AM,Here's a quick update.,#Family,2067,23,921,22,1,0,neutral
269,Twitter,text,04-04-2023,Tuesday,09:45 AM,Exciting news! 🚀,"#Tech, #News, #Memes",202,141,130,16,3,9,positive
270,Facebook,image,18-02-2023,Saturday,09:45 AM,Amazing experience! 🌟,"#Social, #Friends",3436,479,426,21,2,9,positive
271,Instagram,text,26-08-2023,Saturday,06:30 AM,Feeling down today.,"#Photography, #Fitness",1639,125,383,19,2,6,negative
272,Facebook,poll,10-08-2023,Thursday,10:15 AM,Amazing experience! 🌟,"#Family, #Social, #Events",3617,131,515,21,3,10,positive
273,Instagram,video,06-03-2023,Monday,10:45 AM,"New post, check it out!","#Foodie, #Photography",5000,500,152,23,2,10,neutral
274,Instagram,video,02-03-2023,Thursday,02:30 AM,Exciting news! 🚀,#Foodie,577,334,214,16,1,2,positive
275,Instagram,poll,21-01-2023,Saturday,04:45 PM,Feeling down today.,#Beauty,567,403,583,19,1,16,negative
276,Facebook,image,11-12-2023,Monday,12:30 PM,What do you think?,"#Family, #Marketing",1124,241,907,18,2,12,neutral
277,Facebook,text,09-02-2023,Thursday,07:15 AM,Just another day.,"#Friends, #Events",905,176,370,17,2,7,neutral
278,Instagram,poll,08-03-2023,Wednesday,06:45 PM,Amazing experience! 🌟,#Tech,3234,414,54,21,1,18,positive
279,Instagram,text,17-07-2023,Monday,11:00 AM,Amazing experience! 🌟,"#Foodie, #Fitness",1839,362,578,21,2,11,positive
280,Facebook,text,14-05-2023,Sunday,03:30 AM,Here's a quick update.,"#Events, #Friends, #Social",2335,338,20,22,3,3,neutral
281,Instagram,poll,21-04-2023,Friday,02:30 PM,Feeling down today.,"#Foodie, #Photography, #InstaDaily",1881,127,541,19,3,14,negative
282,Twitter,text,16-03-2023,Thursday,04:45 PM,Just another day.,"#Entertainment, #News, #Politics",1937,42,397,17,3,16,neutral
283,Twitter,carousel,10-06-2023,Saturday,03:15 PM,Not my best day. 😞,#Entertainment,57,145,68,18,1,15,negative
284,Instagram,poll,10-02-2023,Friday,01:00 AM,Exciting news! 🚀,"#Foodie, #Photography, #Travel",3864,354,907,16,3,1,positive
285,Facebook,text,20-07-2023,Thursday,07:00 AM,Just another day.,#Community,36,381,139,17,1,7,neutral
286,Facebook,image,28-12-2023,Thursday,10:15 AM,What do you think?,#Marketing,2008,379,72,18,1,10,neutral
287,Instagram,poll,28-10-2023,Saturday,12:45 PM,Loving this new vibe! 😍,#Photography,2508,246,859,23,1,12,positive
288,Twitter,text,08-05-2023,Monday,04:45 AM,Amazing experience! 🌟,#Politics,542,86,141,21,1,4,positive
289,Instagram,text,15-03-2023,Wednesday,09:30 AM,Feeling down today.,#Tech,1113,328,905,19,1,9,negative
290,Facebook,image,15-12-2023,Friday,12:30 PM,Not my best day. 😞,"#Community, #Social, #Friends",5000,232,128,18,3,12,negative
291,Facebook,text,17-07-2023,Monday,11:00 PM,Feeling down today.,#Marketing,1232,54,201,19,1,23,negative
292,Facebook,poll,01-09-2023,Friday,08:45 AM,What do you think?,"#Family, #Social",4549,229,834,18,2,8,neutral
293,Facebook,carousel,26-11-2023,Sunday,08:00 AM,Feeling down today.,#Marketing,1570,500,763,19,1,8,negative
294,Instagram,text,25-11-2023,Saturday,03:30 AM,Feeling down today.,#Photography,838,186,941,19,1,3,negative
295,Facebook,poll,17-02-2023,Friday,01:00 PM,Amazing experience! 🌟,"#Family, #Marketing",1582,445,392,21,2,13,positive
296,Instagram,poll,29-01-2023,Sunday,02:45 PM,Loving this new vibe! 😍,"#Fitness, #Travel, #Tech",3706,374,185,23,3,14,positive
297,Twitter,image,02-01-2023,Monday,09:30 PM,Best day ever! 🎉,#Sports,376,131,87,16,1,21,positive
298,Instagram,text,17-05-2023,Wednesday,02:00 AM,Best day ever! 🎉,"#Travel, #Beauty",576,285,806,16,2,2,positive
299,Instagram,image,08-10-2023,Sunday,01:00 PM,"New post, check it out!","#Beauty, #Photography, #Foodie",1675,336,260,23,3,13,neutral
300,Facebook,poll,02-01-2023,Monday,03:15 AM,Not my best day. 😞,#Family,1379,328,29,18,1,3,negative
301,Facebook,image,07-07-2023,Friday,07:00 AM,Here's a quick update.,#Events,4186,347,765,22,1,7,neutral
302,Instagram,poll,21-12-2023,Thursday,07:30 AM,Exciting news! 🚀,"#Photography, #Fitness, #Beauty",2184,304,777,16,3,7,positive
303,Facebook,carousel,29-04-2023,Saturday,04:30 PM,Could be better.,"#Family, #Social",544,381,236,16,2,16,negative
304,Instagram,image,26-10-2023,Thursday,11:15 PM,Disappointed but moving on.,"#Travel, #Fashion",3851,226,884,27,2,23,negative
305,Instagram,carousel,27-06-2023,Tuesday,09:45 PM,Not my best day. 😞,"#Tech, #Travel",3301,295,982,18,2,21,negative
306,Twitter,video,22-06-2023,Thursday,01:30 PM,Feeling down today.,"#News, #Entertainment, #Politics",387,225,4,19,3,13,negative
307,Twitter,carousel,27-12-2023,Wednesday,05:15 PM,Disappointed but moving on.,"#Politics, #News",626,39,233,27,2,17,negative
308,Facebook,carousel,25-08-2023,Friday,03:15 AM,Loving this new vibe! 😍,"#Friends, #Family, #Community",2786,144,273,23,3,3,positive
309,Twitter,poll,20-08-2023,Sunday,06:00 AM,Loving this new vibe! 😍,#Entertainment,1294,150,198,23,1,6,positive
310,Facebook,video,31-01-2023,Tuesday,06:15 PM,Here's a quick update.,#Marketing,3958,355,978,22,1,18,neutral
311,Instagram,poll,27-08-2023,Sunday,05:15 PM,Loving this new vibe! 😍,"#Tech, #Foodie",3973,432,961,23,2,17,positive
312,Facebook,image,28-03-2023,Tuesday,08:00 PM,Here's a quick update.,"#Friends, #Community",360,500,833,22,2,20,neutral
313,Twitter,carousel,20-09-2023,Wednesday,06:00 PM,Loving this new vibe! 😍,"#Politics, #Trending, #Memes",1744,246,119,23,3,18,positive
314,Instagram,image,06-01-2023,Friday,03:15 AM,Loving this new vibe! 😍,"#Fashion, #InstaDaily, #Photography",1477,500,74,23,3,3,positive
315,Facebook,video,03-06-2023,Saturday,02:15 AM,Amazing experience! 🌟,"#Events, #Community, #Family",3246,500,549,21,3,2,positive
316,Facebook,image,13-11-2023,Monday,07:45 AM,"New post, check it out!","#Community, #Friends, #Marketing",3267,238,307,23,3,7,neutral
317,Twitter,image,09-09-2023,Saturday,10:15 PM,Disappointed but moving on.,"#Sports, #Tech, #Memes",3487,228,244,27,3,22,negative
318,Facebook,video,06-09-2023,Wednesday,09:30 PM,Best day ever! 🎉,"#Friends, #Events",5000,366,660,16,2,21,positive
319,Instagram,video,29-01-2023,Sunday,09:00 PM,Loving this new vibe! 😍,"#Photography, #InstaDaily, #Fashion",5000,500,433,23,3,21,positive
320,Twitter,image,07-06-2023,Wednesday,04:45 AM,Exciting news! 🚀,"#News, #Sports, #Tech",1869,152,49,16,3,4,positive
321,Instagram,video,01-12-2023,Friday,01:15 AM,Here's a quick update.,"#Foodie, #Fashion, #Fitness",3907,500,415,22,3,1,neutral
322,Twitter,video,13-04-2023,Thursday,12:00 PM,Just another day.,"#Sports, #Memes",3541,47,315,17,2,12,neutral
323,Twitter,text,15-01-2023,Sunday,12:30 PM,Exciting news! 🚀,"#Politics, #News, #Sports",600,204,178,16,3,12,positive
324,Twitter,text,12-12-2023,Tuesday,06:45 PM,Feeling down today.,"#Memes, #Politics",1909,153,27,19,2,18,negative
325,Facebook,video,20-09-2023,Wednesday,12:30 PM,Amazing experience! 🌟,"#Marketing, #Events",1141,500,302,21,2,12,positive
326,Facebook,text,22-06-2023,Thursday,06:30 PM,Disappointed but moving on.,"#Community, #Marketing",3477,454,740,27,2,18,negative
327,Instagram,text,07-03-2023,Tuesday,08:30 PM,What do you think?,"#Travel, #Foodie",1040,430,198,18,2,20,neutral
328,Twitter,image,08-05-2023,Monday,03:30 AM,Loving this new vibe! 😍,"#Memes, #Sports",735,129,336,23,2,3,positive
329,Instagram,carousel,30-09-2023,Saturday,10:00 AM,Just another day.,"#Photography, #Fitness",896,318,585,17,2,10,neutral
330,Facebook,poll,26-08-2023,Saturday,10:45 AM,Not my best day. 😞,"#Events, #Social",5000,83,796,18,2,10,negative
331,Twitter,carousel,29-10-2023,Sunday,09:00 AM,Exciting news! 🚀,#News,1026,221,49,16,1,9,positive
332,Instagram,poll,14-09-2023,Thursday,12:45 PM,Feeling down today.,"#Photography, #Beauty, #Tech",3500,45,209,19,3,12,negative
333,Instagram,carousel,01-09-2023,Friday,04:00 PM,Not my best day. 😞,"#Fitness, #Beauty",1220,56,797,18,2,16,negative
334,Instagram,image,21-05-2023,Sunday,12:00 AM,Disappointed but moving on.,#Travel,945,450,106,27,1,0,negative
335,Facebook,text,22-04-2023,Saturday,03:00 AM,Just another day.,#Friends,3282,278,847,17,1,3,neutral
336,Facebook,text,12-10-2023,Thursday,12:45 AM,Amazing experience! 🌟,#Social,2675,292,503,21,1,0,positive
337,Facebook,text,12-02-2023,Sunday,01:45 AM,Loving this new vibe! 😍,"#Marketing, #Events",3118,79,725,23,2,1,positive
338,Twitter,carousel,18-11-2023,Saturday,11:30 PM,Feeling down today.,#Trending,2110,188,66,19,1,23,negative
339,Twitter,text,21-10-2023,Saturday,06:15 PM,"New post, check it out!",#Memes,831,128,11,23,1,18,neutral
340,Twitter,image,30-08-2023,Wednesday,01:45 AM,Exciting news! 🚀,"#Entertainment, #News",569,67,68,16,2,1,positive
341,Facebook,poll,21-03-2023,Tuesday,02:15 AM,"New post, check it out!",#Family,3279,303,158,23,1,2,neutral
342,Twitter,poll,01-04-2023,Saturday,02:45 PM,Exciting news! 🚀,"#Tech, #Sports",1987,216,402,16,2,14,positive
343,Facebook,image,17-04-2023,Monday,12:30 PM,"New post, check it out!","#Social, #Events",218,119,588,23,2,12,neutral
344,Twitter,poll,11-11-2023,Saturday,02:30 AM,Best day ever! 🎉,"#Entertainment, #Politics",2742,143,116,16,2,2,positive
345,Facebook,image,05-09-2023,Tuesday,06:45 PM,Amazing experience! 🌟,"#Events, #Social",2667,276,834,21,2,18,positive
346,Instagram,image,11-09-2023,Monday,12:15 PM,Best day ever! 🎉,"#Beauty, #Fitness",4327,148,962,16,2,12,positive
347,Twitter,carousel,31-08-2023,Thursday,06:15 PM,Disappointed but moving on.,"#Politics, #Trending, #Tech",2983,100,209,27,3,18,negative
348,Facebook,text,01-07-2023,Saturday,05:15 PM,Could be better.,"#Marketing, #Social, #Friends",1387,175,242,16,3,17,negative
349,Instagram,image,15-08-2023,Tuesday,09:15 PM,Exciting news! 🚀,"#InstaDaily, #Foodie",45,311,612,16,2,21,positive
350,Twitter,video,30-10-2023,Monday,11:30 AM,Exciting news! 🚀,"#Trending, #Entertainment",1937,147,494,16,2,11,positive
351,Twitter,image,09-01-2023,Monday,10:15 AM,Could be better.,#Tech,383,81,309,16,1,10,negative
352,Twitter,text,04-05-2023,Thursday,01:30 PM,Here's a quick update.,#Tech,1843,58,408,22,1,13,neutral
353,Twitter,carousel,31-10-2023,Tuesday,05:30 PM,Best day ever! 🎉,"#Sports, #Memes",142,63,224,16,2,17,positive
354,Instagram,poll,14-02-2023,Tuesday,07:00 PM,Could be better.,"#Travel, #Foodie, #Photography",4501,390,40,16,3,19,negative
355,Facebook,image,22-07-2023,Saturday,10:30 AM,Disappointed but moving on.,"#Marketing, #Social, #Friends",3110,453,382,27,3,10,negative
356,Instagram,text,06-05-2023,Saturday,09:45 AM,Loving this new vibe! 😍,"#Fashion, #Beauty, #Tech",3354,367,261,23,3,9,positive
357,Instagram,carousel,09-01-2023,Monday,03:00 AM,"New post, check it out!","#Tech, #Beauty, #Photography",3840,450,397,23,3,3,neutral
358,Facebook,poll,26-02-2023,Sunday,03:30 PM,Feeling down today.,"#Social, #Marketing",117,410,600,19,2,15,negative
359,Instagram,carousel,26-03-2023,Sunday,01:30 AM,Not my best day. 😞,#Fashion,2043,393,591,18,1,1,negative
360,Facebook,carousel,22-04-2023,Saturday,03:15 AM,Disappointed but moving on.,"#Community, #Friends",147,500,294,27,2,3,negative
361,Facebook,image,12-04-2023,Wednesday,01:00 PM,Disappointed but moving on.,"#Social, #Friends, #Marketing",2250,483,636,27,3,13,negative
362,Instagram,video,26-01-2023,Thursday,08:45 PM,Not my best day. 😞,"#Fitness, #Photography, #Foodie",2571,225,884,18,3,20,negative
363,Facebook,video,04-08-2023,Friday,03:45 PM,Amazing experience! 🌟,#Events,1528,379,513,21,1,15,positive
364,Twitter,poll,23-08-2023,Wednesday,12:00 AM,Amazing experience! 🌟,"#Entertainment, #Tech, #Memes",409,63,409,21,3,0,positive
365,Twitter,poll,31-12-2023,Sunday,09:45 AM,Not my best day. 😞,"#Entertainment, #Trending, #News",1273,230,267,18,3,9,negative
366,Instagram,video,19-04-2023,Wednesday,08:45 AM,"New post, check it out!",#Foodie,1296,500,588,23,1,8,neutral
367,Twitter,poll,20-02-2023,Monday,09:15 PM,What do you think?,#Sports,1252,32,216,18,1,21,neutral
368,Instagram,poll,06-05-2023,Saturday,10:15 AM,Not my best day. 😞,"#Tech, #Travel",3874,500,489,18,2,10,negative
369,Instagram,image,03-10-2023,Tuesday,05:15 AM,Just another day.,#InstaDaily,3454,406,497,17,1,5,neutral
370,Facebook,image,29-07-2023,Saturday,11:45 PM,Disappointed but moving on.,#Friends,2470,323,251,27,1,23,negative
371,Twitter,video,16-06-2023,Friday,03:45 PM,Exciting news! 🚀,#Politics,752,209,250,16,1,15,positive
372,Facebook,poll,25-11-2023,Saturday,11:30 PM,Feeling down today.,#Family,2874,500,647,19,1,23,negative
373,Facebook,carousel,03-07-2023,Monday,03:15 AM,What do you think?,#Events,1471,263,489,18,1,3,neutral
374,Facebook,video,22-10-2023,Sunday,07:30 AM,Amazing experience! 🌟,"#Family, #Friends",2410,439,527,21,2,7,positive
375,Instagram,poll,14-11-2023,Tuesday,09:45 AM,Exciting news! 🚀,#Tech,1485,47,632,16,1,9,positive
376,Twitter,carousel,03-11-2023,Friday,08:00 AM,Disappointed but moving on.,"#Politics, #News, #Tech",666,223,452,27,3,8,negative
377,Instagram,carousel,03-01-2023,Tuesday,05:30 AM,Best day ever! 🎉,#Travel,109,288,510,16,1,5,positive
378,Twitter,text,25-06-2023,Sunday,03:30 AM,Loving this new vibe! 😍,"#Tech, #Memes",691,90,93,23,2,3,positive
379,Twitter,image,18-10-2023,Wednesday,05:30 AM,Best day ever! 🎉,#Memes,1532,51,224,16,1,5,positive
380,Twitter,image,08-03-2023,Wednesday,08:30 AM,Amazing experience! 🌟,"#Tech, #Sports",2564,112,30,21,2,8,positive
381,Facebook,carousel,13-01-2023,Friday,05:30 PM,Just another day.,"#Events, #Family, #Friends",1214,65,696,17,3,17,neutral
382,Facebook,image,22-01-2023,Sunday,08:00 AM,Not my best day. 😞,"#Friends, #Events",4513,438,799,18,2,8,negative
383,Instagram,text,26-10-2023,Thursday,01:00 AM,Disappointed but moving on.,"#Travel, #Photography",2613,77,441,27,2,1,negative
384,Instagram,text,20-03-2023,Monday,04:45 PM,Could be better.,"#InstaDaily, #Foodie",3062,220,916,16,2,16,negative
385,Instagram,video,07-06-2023,Wednesday,12:15 PM,Could be better.,"#Travel, #Tech",5000,344,753,16,2,12,negative
386,Facebook,text,16-07-2023,Sunday,11:15 PM,Disappointed but moving on.,"#Social, #Family",1239,81,424,27,2,23,negative
387,Twitter,text,27-11-2023,Monday,07:45 AM,Feeling down today.,"#Sports, #Trending, #Politics",261,170,477,19,3,7,negative
388,Facebook,image,18-05-2023,Thursday,12:30 PM,Could be better.,"#Family, #Events",825,457,771,16,2,12,negative
389,Twitter,text,02-02-2023,Thursday,12:00 AM,What do you think?,#Tech,1439,97,453,18,1,0,neutral
390,Instagram,image,08-11-2023,Wednesday,08:30 PM,Exciting news! 🚀,"#Travel, #InstaDaily, #Fitness",4064,50,904,16,3,20,positive
391,Twitter,carousel,13-11-2023,Monday,02:15 AM,Could be better.,"#Politics, #Sports",2952,212,493,16,2,2,negative
392,Instagram,poll,28-02-2023,Tuesday,04:15 PM,"New post, check it out!","#Photography, #Beauty, #Fashion",2738,94,892,23,3,16,neutral
393,Facebook,video,26-10-2023,Thursday,06:00 AM,Could be better.,#Marketing,3924,239,550,16,1,6,negative
394,Instagram,image,11-10-2023,Wednesday,05:45 PM,"New post, check it out!",#Beauty,4856,396,37,23,1,17,neutral
395,Facebook,video,17-08-2023,Thursday,03:30 PM,Could be better.,#Family,7,287,886,16,1,15,negative
396,Facebook,image,21-03-2023,Tuesday,09:15 AM,Amazing experience! 🌟,#Community,4096,262,417,21,1,9,positive
397,Twitter,text,26-04-2023,Wednesday,04:45 PM,Best day ever! 🎉,"#Trending, #News, #Politics",1818,32,245,16,3,16,positive
398,Twitter,image,10-04-2023,Monday,01:45 PM,Amazing experience! 🌟,#Entertainment,1055,180,231,21,1,13,positive
399,Facebook,carousel,01-01-2023,Sunday,05:45 AM,Here's a quick update.,"#Community, #Events, #Friends",1500,214,419,22,3,5,neutral
400,Twitter,carousel,17-03-2023,Friday,06:45 AM,Amazing experience! 🌟,"#News, #Memes, #Politics",1489,79,200,21,3,6,positive
401,Facebook,text,23-10-2023,Monday,08:45 PM,"New post, check it out!",#Family,2948,309,1000,23,1,20,neutral
402,Twitter,carousel,14-03-2023,Tuesday,01:15 AM,Here's a quick update.,#Memes,246,70,325,22,1,1,neutral
403,Twitter,image,23-09-2023,Saturday,10:00 PM,Amazing experience! 🌟,#News,3469,200,2,21,1,22,positive
404,Twitter,image,15-05-2023,Monday,03:15 PM,Loving this new vibe! 😍,"#Tech, #News, #Entertainment",2779,226,216,23,3,15,positive
405,Instagram,carousel,30-05-2023,Tuesday,05:30 PM,Feeling down today.,"#Foodie, #Fashion",8,43,219,19,2,17,negative
406,Instagram,image,22-11-2023,Wednesday,08:00 AM,Just another day.,"#Fitness, #Beauty",210,147,832,17,2,8,neutral
407,Twitter,carousel,11-04-2023,Tuesday,06:15 AM,Could be better.,#Entertainment,880,205,475,16,1,6,negative
408,Facebook,carousel,10-04-2023,Monday,03:45 PM,Here's a quick update.,"#Social, #Family",2319,276,833,22,2,15,neutral
409,Instagram,text,08-11-2023,Wednesday,10:00 AM,Could be better.,"#Fashion, #Travel",2925,416,571,16,2,10,negative
410,Twitter,poll,15-04-2023,Saturday,06:30 PM,Amazing experience! 🌟,#Tech,2754,137,330,21,1,18,positive
411,Facebook,poll,17-08-2023,Thursday,09:30 AM,Could be better.,"#Marketing, #Social",1364,270,419,16,2,9,negative
412,Facebook,carousel,26-09-2023,Tuesday,02:00 AM,Just another day.,"#Events, #Social, #Friends",3647,257,126,17,3,2,neutral
413,Instagram,carousel,21-10-2023,Saturday,01:30 AM,Exciting news! 🚀,#Travel,78,289,958,16,1,1,positive
414,Instagram,text,14-08-2023,Monday,04:45 AM,Not my best day. 😞,"#InstaDaily, #Tech",898,251,617,18,2,4,negative
415,Facebook,video,29-07-2023,Saturday,08:45 AM,Not my best day. 😞,"#Community, #Family",1864,500,250,18,2,8,negative
416,Instagram,text,07-09-2023,Thursday,03:15 AM,Best day ever! 🎉,"#Fitness, #Foodie, #Beauty",1425,285,757,16,3,3,positive
417,Twitter,carousel,22-08-2023,Tuesday,12:00 PM,Best day ever! 🎉,#Sports,3417,78,284,16,1,12,positive
418,Facebook,text,06-07-2023,Thursday,05:15 AM,What do you think?,"#Social, #Events, #Friends",2613,98,681,18,3,5,neutral
419,Twitter,carousel,29-03-2023,Wednesday,03:30 AM,Best day ever! 🎉,#Sports,2701,41,235,16,1,3,positive
420,Twitter,poll,09-12-2023,Saturday,04:00 PM,Just another day.,#Memes,42,52,23,17,1,16,neutral
421,Facebook,text,27-08-2023,Sunday,09:30 PM,"New post, check it out!","#Family, #Community",1917,263,706,23,2,21,neutral
422,Instagram,image,28-04-2023,Friday,07:30 AM,Exciting news! 🚀,"#Fashion, #Photography",151,153,914,16,2,7,positive
423,Twitter,poll,02-12-2023,Saturday,09:30 PM,Just another day.,#Memes,243,21,243,17,1,21,neutral
424,Twitter,image,27-12-2023,Wednesday,02:45 PM,Here's a quick update.,#Politics,2235,53,277,22,1,14,neutral
425,Instagram,text,27-05-2023,Saturday,06:30 PM,Amazing experience! 🌟,"#Foodie, #Beauty, #Photography",2114,483,838,21,3,18,positive
426,Instagram,carousel,21-06-2023,Wednesday,08:00 PM,Amazing experience! 🌟,#Beauty,5000,429,770,21,1,20,positive
